,video_id,window_size,step_size,vector_method,clustering_params,vectorizing_params,similarity_method,is_min_thresh,algorithm,n_clusters,sim_thresh,sim_filter,accurrcy_shift
129,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':2}",cosine,TRUE,spectral_clustering,14,0.4,"['median',(2,2)]",15
130,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,14,0.4,,15
131,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,14,0.4,"['median',(2,2)]",15
132,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,14,0.4,,15
133,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,14,0.4,"['median',(2,2)]",15
134,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,14,0.4,,15
135,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,14,0.4,"['median',(2,2)]",15
136,zWg7U0OEAoE,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,14,0.4,,15
137,zWg7U0OEAoE,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,14,0.4,"['median',(2,2)]",15
138,zWg7U0OEAoE,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-1,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,14,0.4,,15
139,zWg7U0OEAoE,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-1,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,14,0.4,"['median',(2,2)]",15
